Date,Open,High,Low,Close,Volume
2015-07-06,38.0,39.75,36.0,36.71,5866600
2015-07-07,37.72,37.81,36.0,36.62,7359000
2015-07-08,36.34,36.36,34.53,34.7,5387700
2015-07-09,35.099998,35.52,33.99,34.5,3760100
2015-07-10,34.66,35.19,33.98,34.69,4472800
2015-07-13,35.59,37.5,35.5,36.78,7626000
2015-07-14,36.99,37.74,36.6,36.93,4653300
2015-07-15,37.98,38.2,37.029999,37.51,13072800
2015-07-16,38.82,39.97,38.080002,38.63,21348500
2015-07-17,39.42,40.2,38.18,38.39,45720200
2015-07-20,41.46,42.55,39.8,40.47,52286500
2015-07-21,41.080002,41.11,39.12,39.35,32954600
2015-07-22,39.35,39.72,38.099998,38.39,25363900
2015-07-23,38.74,38.75,36.93,37.0099983,19250200
2015-07-24,37.71,38.0,36.91,37.0,14274300
2015-07-27,36.78,37.38,36.22,36.39,16179900
2015-07-28,37.19,38.0,36.83,37.6,18986000
2015-07-29,38.029999,38.099998,37.62,37.95,11788400
2015-07-30,38.040001,39.0099983,37.715,38.45,13845100
2015-07-31,39.14,39.2,38.22,38.7,12480600
2015-08-03,39.25,39.88,38.9,39.39,15126600
2015-08-04,39.91,39.91,38.43,38.95,10992200
2015-08-05,39.7,39.88,39.17,39.27,9463100
2015-08-06,39.63,39.74,38.55,38.85,7324100
2015-08-07,39.040001,39.23,38.6,39.13,8331300
2015-08-10,39.43,39.69,38.77,39.049999,7998900
2015-08-11,38.93,39.28,38.72,38.85,8184000
2015-08-12,38.55,38.58,37.0099983,38.19,21350600
2015-08-13,38.4,38.49,37.44,37.62,7863500
2015-08-14,37.49,38.18,37.38,38.14,6271100
2015-08-17,38.3,38.75,37.7,38.73,4931700
2015-08-18,39.0,39.0,37.87,37.99,4678800
2015-08-19,37.87,38.099998,37.029999,37.19,6923400
2015-08-20,36.85,37.34,35.88,35.98,10645700
2015-08-21,35.57,36.11,33.83,34.25,16824100
2015-08-24,31.17,34.85,30.0,33.75,19676600
2015-08-25,35.44,35.46,32.7,32.7,15557100
2015-08-26,33.7,33.84,31.71,33.17,25350400
2015-08-27,33.87,34.77,33.16,34.62,18909600
2015-08-28,34.51,35.26,34.37,35.040001,8344800
2015-08-31,35.5,35.51,34.77,35.0,12123800
2015-09-01,34.15,34.68,33.41,33.77,13376000
2015-09-02,34.6,35.080002,33.835,35.07,7521000
2015-09-03,35.0099983,35.46,34.77,35.31,6683800
2015-09-04,34.71,34.72,33.78,34.29,7483100
2015-09-08,34.81,34.89,34.25,34.7,7674500
2015-09-09,34.92,34.95,33.88,34.37,10946900
2015-09-10,34.23,34.29,32.95,33.46,12134500
2015-09-11,33.27,33.59,32.61,33.55,9184200
2015-09-14,33.7,33.95,33.2,33.77,7897700
2015-09-15,33.72,33.95,32.67,33.8,11874900
2015-09-16,33.46,34.060001,33.36,33.77,7183900
2015-09-17,33.72,33.99,33.080002,33.32,7846800
2015-09-18,32.9,33.78,32.55,32.92,16488100
2015-09-21,33.66,34.62,33.43,34.25,12736500
2015-09-22,33.94,34.099998,33.19,33.35,8538000
2015-09-23,33.49,34.34,33.26,34.16,5405500
2015-09-24,34.0,34.07,33.38,33.91,6544500
2015-09-25,34.6,34.69,33.5,33.77,6566800
2015-09-28,33.68,33.68,32.155,32.25,7407300
2015-09-29,32.27,32.67,30.3,30.63,12008100
2015-09-30,31.2,31.28,30.64,31.040001,13672000
2015-10-01,30.82,31.587,30.75,31.48,9657000
2015-10-02,30.82,32.86,30.75,32.83,7609800
2015-10-05,32.95,33.02,32.38,32.67,6119100
2015-10-06,32.91,32.91,31.78,31.86,7409800
2015-10-07,32.31,32.471,31.52,32.38,6969600
2015-10-08,32.44,32.45,31.09,31.67,9281500
2015-10-09,31.69,32.45,31.41,32.060001,5911400
2015-10-12,32.19,32.67,32.099998,32.63,3915500
2015-10-13,32.6,33.48,32.34,33.22,8787700
2015-10-14,33.4,34.46,33.4,34.049999,8198300
2015-10-15,34.45,34.72,34.16,34.62,9103200
2015-10-16,34.75,35.049999,33.95,34.29,5390700
2015-10-19,34.43,34.905,33.79,34.84,5855700
2015-10-20,34.8,34.99,34.59,34.87,6084200
2015-10-21,34.75,34.8,32.88,33.83,9054500
2015-10-22,34.43,35.25,34.26,34.79,8735500
2015-10-23,35.73,35.75,34.8,34.99,8909100
2015-10-26,36.049999,36.59,35.515,36.44,11554600
2015-10-27,36.39,36.394,35.31,35.94,8502400
2015-10-28,36.21,36.65,35.81,36.52,11634300
2015-10-29,34.73,36.5,34.5,35.91,25137300
2015-10-30,35.64,36.49,35.24,36.0099983,13409200
2015-11-02,35.58,37.41,35.45,36.99,11254900
2015-11-03,37.049999,38.44,37.0,37.9,12025200
2015-11-04,38.45,38.52,37.33,37.6,12226800
2015-11-05,37.82,37.98,36.66,36.71,9068900
2015-11-06,36.59,36.7,35.8,36.24,10256800
2015-11-09,36.099998,36.74,35.65,36.6,11571500
2015-11-10,36.58,37.2,36.5,37.0,36384400
2015-11-11,37.19,37.32,35.75,36.33,12762500
2015-11-12,35.945,36.049999,34.83,35.57,11835900
2015-11-13,35.18,35.5,34.5,34.53,7364400
2015-11-16,34.55,35.66,34.53,35.61,6734500
2015-11-17,35.89,36.45,35.71,36.21,7344900
2015-11-18,36.32,36.95,35.785,36.22,8323100
2015-11-19,36.45,36.5,35.91,36.19,5041300
2015-11-20,36.45,36.45,35.92,36.36,4543400
2015-11-23,36.5,36.65,35.41,35.56,6961000
2015-11-24,35.25,35.3,34.88,35.12,8390100
2015-11-25,35.2,35.86,35.13,35.36,3881800
2015-11-27,35.52,35.7,35.060001,35.18,2549400
2015-11-30,35.36,35.44,34.69,35.26,9357300
2015-12-01,35.41,35.41,33.85,35.17,14893900
2015-12-02,35.23,36.17,34.93,35.15,5762400
2015-12-03,35.2,35.23,33.85,34.23,7311900
2015-12-04,34.38,35.82,34.22,35.62,10664300
2015-12-07,35.71,35.8,34.85,35.16,4918000
2015-12-08,34.63,35.7,34.52,35.6,7420800
2015-12-09,35.39,35.6,34.83,35.07,7381700
2015-12-10,35.16,35.91,35.16,35.49,6949700
2015-12-11,35.15,35.326,34.42,34.69,8309200
2015-12-14,34.61,35.223,34.33,35.0099983,5784400
2015-12-15,35.19,36.51,35.18,36.32,11709900
2015-12-16,36.12,36.25,35.19,35.98,7076300
2015-12-17,36.0,36.58,35.51,35.54,6454100
2015-12-18,35.35,35.76,34.73,34.98,13745900
2015-12-21,35.21,36.15,35.11,36.080002,5856000
2015-12-22,36.12,36.89,35.78,36.805,6030900
2015-12-23,36.79,37.68,36.77,37.11,7579500
2015-12-24,37.0099983,37.23,36.82,37.07,2133400
2015-12-28,36.7,37.0,36.25,36.61,4930100
2015-12-29,36.92,37.45,36.75,37.080002,3436600
2015-12-30,37.07,37.25,36.46,36.48,4106700
2015-12-31,36.3,36.5,36.050999,36.2,4481900
2016-01-04,35.13,35.56,34.28,34.75,12287700
2016-01-05,34.98,34.98,33.86,34.31,11227700
2016-01-06,33.7,34.0099983,33.21,33.98,8441300
2016-01-07,33.15,34.161,33.02,33.13,11041100
2016-01-08,33.46,33.88,32.63,32.69,7848800
2016-01-11,33.02,33.43,32.47,33.040001,8937400
2016-01-12,33.35,33.57,32.66,33.080002,7854000
2016-01-13,33.28,33.57,31.97,32.12,8069400
2016-01-14,32.15,33.040001,31.705,32.87,7749500
2016-01-15,31.62,32.54,31.62,32.31,12174400
2016-01-19,32.76,33.18,31.93,32.2,6674700
2016-01-20,31.43,31.7,30.52,31.2,13170600
2016-01-21,31.61,31.74,30.9,31.2,9978900
2016-01-22,31.65,31.97,31.54,31.69,9444000
2016-01-25,31.98,31.98,31.35,31.47,7591800
2016-01-26,31.49,31.98,31.39,31.97,8617000
2016-01-27,31.96,32.63,31.38,31.59,12711700
2016-01-28,33.63,34.75,33.35,34.24,20378600
2016-01-29,34.49,36.26,34.36,36.14,21201100
2016-02-01,35.65,37.32,35.59,37.080002,17356000
2016-02-02,36.53,37.77,36.44,36.83,17310600
2016-02-03,36.87,37.55,36.07,37.0099983,14543100
2016-02-04,36.66,37.285,36.54,37.17,10212300
2016-02-05,37.16,37.16,34.82,35.07,16245800
2016-02-08,34.0,34.29,31.98,33.61,20629000
2016-02-09,32.8,33.858,31.64,32.7,16439200
2016-02-10,33.62,33.94,32.82,32.9,8636500
2016-02-11,32.12,33.64,32.0099983,33.52,13170100
2016-02-12,33.97,34.44,33.81,34.3,9437100
2016-02-16,34.65,35.52,34.48,35.46,9152400
2016-02-17,35.98,36.91,35.81,36.36,12070600
2016-02-18,36.41,36.53,35.66,36.31,9022100
2016-02-19,36.0,36.235,35.61,35.76,9652800
2016-02-22,36.45,36.5,35.82,36.0,10476200
2016-02-23,35.72,35.935,35.02,35.48,8415200
2016-02-24,35.22,36.75,34.86,36.47,8090600
2016-02-25,36.67,36.83,36.18,36.74,5209500
2016-02-26,36.73,37.535,36.37,37.49,8595000
2016-02-29,37.47,38.93,37.45,38.14,23939900
2016-03-01,38.52,39.545,38.02,39.25,14085300
2016-03-02,39.2,39.93,38.7,39.16,12895900
2016-03-03,38.96,39.24,38.629,39.02,7656900
2016-03-04,38.77,39.7,38.755,39.040001,7200100
2016-03-07,38.78,39.4,38.72,38.98,5327200
2016-03-08,38.69,38.88,38.11,38.16,6012700
2016-03-09,38.48,38.62,37.82,38.57,4990500
2016-03-10,38.66,39.3,37.48,38.49,7655700
2016-03-11,39.0,39.53,38.85,39.49,9539500
2016-03-14,39.4,39.8,39.040001,39.38,5299700
2016-03-15,39.049999,39.64,39.049999,39.27,5013900
2016-03-16,39.09,39.89,38.57,39.84,6363500
2016-03-17,39.85,40.12,39.17,39.93,9789600
2016-03-18,39.86,39.86,38.69,39.41,15132400
2016-03-21,39.41,41.17,39.2,41.14,13432400
2016-03-22,40.67,41.75,40.63,41.32,10552300
2016-03-23,41.060001,41.31,40.040001,40.52,8104700
2016-03-24,39.4,39.51,37.0,38.92,15040600
2016-03-28,38.81,39.17,38.62,38.74,6192900
2016-03-29,38.74,39.715,38.3,39.53,5694000
2016-03-30,39.94,40.040001,38.995,39.040001,5246800
2016-03-31,38.74,39.0,38.43,38.6,8087000
2016-04-01,38.51,39.46,38.4,39.4,6982000
2016-04-04,39.36,39.38,38.41,38.79,5381300
2016-04-05,38.35,38.81,37.7,38.55,5364800
2016-04-06,38.45,39.185,38.25,39.16,5526200
2016-04-07,38.85,38.94,38.12,38.28,7294500
2016-04-08,38.61,38.699,38.099998,38.41,7822300
2016-04-11,38.33,38.82,38.029999,38.060001,5428900
2016-04-12,38.32,38.32,37.34,37.8,7677100
2016-04-13,38.25,39.12,38.19,38.79,7082400
2016-04-14,38.94,39.02,38.415,38.64,4590200
2016-04-15,38.69,38.95,38.29,38.58,5239600
2016-04-18,38.56,39.69,38.43,39.64,6433000
2016-04-19,39.75,40.07,38.975,39.24,5915800
2016-04-20,39.24,40.24,39.17,40.080002,7723500
2016-04-21,40.2,40.55,40.014,40.099998,5539400
2016-04-22,39.72,40.635,39.68,40.31,6433900
2016-04-25,40.27,40.84,39.54,39.82,7934200
2016-04-26,39.57,40.13,39.33,39.73,5271200
2016-04-27,39.68,40.18,39.2,40.0099983,12727600
2016-04-28,41.0,41.49,39.91,40.07,17800000
2016-04-29,39.71,39.87,38.59,39.18,10001400
2016-05-02,39.07,39.27,38.73,39.02,6777500
2016-05-03,38.63,38.97,38.14,38.36,9146600
2016-05-04,38.07,38.46,37.87,38.31,8121600
2016-05-05,38.38,39.119,38.32,38.95,7127200
2016-05-06,38.71,39.7,38.61,39.48,6566900
2016-05-09,39.42,40.18,39.33,39.62,5861000
2016-05-10,39.62,40.15,39.24,40.11,6588700
2016-05-11,39.57,40.314,39.57,39.71,5995500
2016-05-12,39.85,40.0,39.17,39.51,6323100
2016-05-13,39.54,39.8,39.31,39.48,5885900
2016-05-16,39.36,39.53,39.13,39.3,10316000
2016-05-17,39.099998,39.66,38.75,39.064999,10746100
2016-05-18,39.18,39.36,38.5,38.98,10393500
2016-05-19,38.81,38.88,37.31,37.65,17041300
2016-05-20,37.79,37.95,37.49,37.53,12496600
2016-05-23,37.68,38.23,37.39,38.07,9083800
2016-05-24,38.28,39.0050011,38.28,38.92,7555200
2016-05-25,38.87,39.060001,38.51,38.76,6538900
2016-05-26,38.71,38.74,38.0,38.07,5894700
2016-05-27,38.0,38.345,37.92,38.09,5863600
2016-05-31,37.96,38.029999,37.5,37.79,12231400
2016-06-01,37.81,38.479,37.71,38.31,5458500
2016-06-02,38.42,38.685,38.32,38.56,4658600
2016-06-03,38.44,38.59,37.813,38.33,4986000
2016-06-06,38.47,38.49,37.98,38.099998,5065900
2016-06-07,38.07,38.48,37.52,37.57,6324400
2016-06-08,37.53,37.7,37.060001,37.55,8666600
2016-06-09,37.48,37.57,37.11,37.13,10206700
2016-06-10,36.83,37.049999,36.62,36.77,7741400
2016-06-13,36.5,37.11,36.495,36.54,8216000
2016-06-14,36.37,37.275,36.25,37.16,10281900
2016-06-15,37.16,37.22,36.785,36.84,7092000
2016-06-16,36.62,37.040001,36.35,36.97,6106000
2016-06-17,37.029999,37.18,36.63,36.97,7947100
2016-06-20,37.28,37.76,36.82,36.86,7789600
2016-06-21,36.8,36.8,35.95,36.16,12816100
2016-06-22,36.28,36.493,35.78,36.0,9292400
2016-06-23,36.27,36.665,36.049999,36.66,4808700
2016-06-24,35.0,35.725,34.61,35.080002,17647200
2016-06-27,34.74,34.76,34.0,34.2,11195800
2016-06-28,34.46,35.25,34.23,35.24,12408200
2016-06-29,35.69,35.905,35.29,35.77,9520400
2016-06-30,35.81,36.53,35.59,36.51,9153000
2016-07-01,36.6,36.67,36.25,36.35,7260400
2016-07-05,36.3,36.36,35.87,36.12,5321100
2016-07-06,35.94,36.17,35.715,35.93,7821300
2016-07-07,35.92,36.39,35.84,36.32,7326700
2016-07-08,36.78,37.46,36.66,37.36,6828600
2016-07-11,37.45,38.33,37.4,38.15,10096200
2016-07-12,38.47,38.91,38.24,38.79,9997200
2016-07-13,38.84,39.99,38.83,39.28,12458500
2016-07-14,39.69,40.07,39.4,39.96,9683500
2016-07-15,40.02,40.07,38.98,39.09,8140600
2016-07-18,39.13,39.22,38.73,38.92,7877400
2016-07-19,38.97,39.465,38.83,39.37,8120100
2016-07-20,39.44,40.45,39.12,40.049999,11189100
2016-07-21,40.33,40.33,39.65,40.13,13363300
2016-07-22,37.3,37.59,36.43,37.42,36397300
2016-07-25,37.7,38.18,37.62,37.78,16904100
2016-07-26,37.78,38.27,37.6,37.69,10279200
2016-07-27,37.64,37.69,37.044998,37.22,8894200
2016-07-28,37.4,37.68,37.101,37.22,5111300
2016-07-29,37.41,37.48,36.86,37.24,6841500
2016-08-01,37.43,37.44,36.9,37.060001,5473900
2016-08-02,37.060001,37.084999,36.36,36.54,5997700
2016-08-03,36.59,36.74,36.28,36.58,7663800
2016-08-04,36.82,37.39,36.73,37.3,7507800
2016-08-05,37.55,38.15,37.55,38.099998,7670400
2016-08-08,38.19,38.3,37.65,37.91,6101300
2016-08-09,38.029999,38.14,37.88,38.099998,5049100
2016-08-10,38.02,38.245,37.91,38.07,5546800
2016-08-11,38.19,38.49,38.099998,38.46,5999400
2016-08-12,38.3,38.63,38.099998,38.51,6527900
2016-08-15,38.55,38.65,38.34,38.46,4548200
2016-08-16,38.4,38.53,38.15,38.38,6170800
2016-08-17,38.41,38.46,37.88,38.14,5264000
2016-08-18,38.07,38.375,37.93,38.22,3880600
2016-08-19,38.02,38.18,37.895,38.09,5107900
2016-08-22,37.93,38.2,37.66,38.11,10704300
2016-08-23,38.42,38.43,37.8,37.86,6066400
2016-08-24,37.81,37.95,37.41,37.52,5914200
2016-08-25,37.5,37.57,37.25,37.51,5132100
2016-08-26,37.72,37.84,37.38,37.65,4177700
2016-08-29,37.61,37.65,37.27,37.29,4780700
2016-08-30,37.26,37.52,36.985,37.0,6873600
2016-08-31,37.0,37.24,36.84,37.15,7166300
2016-09-01,37.27,37.32,36.58,36.83,10412200
2016-09-02,37.0099983,37.125,36.3,37.07,6726900
2016-09-06,37.049999,37.65,37.02,37.18,6416900
2016-09-07,37.33,38.58,37.26,38.56,10817700
2016-09-08,38.65,39.33,38.501,39.27,12037300
2016-09-09,38.75,39.02,37.91,38.0099983,10747100
2016-09-12,37.65,38.84,37.54,38.77,8635000
2016-09-13,38.62,40.33,38.41,39.86,17924900
2016-09-14,39.99,40.28,39.53,39.96,13042100
2016-09-15,40.31,41.14,39.87,40.83,12702800
2016-09-16,40.71,40.88,40.325,40.7,11909400
2016-09-19,40.24,40.46,39.75,40.0099983,7574500
2016-09-20,40.3,40.3,39.67,39.69,5563300
2016-09-21,39.86,40.39,39.7,40.29,5378400
2016-09-22,40.42,40.66,40.14,40.49,5691000
2016-09-23,39.6,40.495,39.6,40.07,6234600
2016-09-26,39.38,40.51,39.38,40.34,9054400
2016-09-27,40.040001,41.23,39.49,41.060001,8674100
2016-09-28,41.15,41.19,40.21,40.97,6751200
2016-09-29,40.91,41.3,40.36,40.39,7953000
2016-09-30,40.29,41.049999,40.27,40.97,8685600
2016-10-03,40.87,41.2,40.16,40.59,6925000
2016-10-04,41.3,41.3,40.44,40.78,5046600
2016-10-05,40.95,40.95,40.4,40.44,6128200
2016-10-06,40.32,40.39,39.86,40.18,6312000
2016-10-07,40.42,40.42,39.62,39.88,6109900
2016-10-10,40.13,40.17,39.59,39.86,6636700
2016-10-11,40.029999,40.11,38.96,39.19,9955700
2016-10-12,39.77,39.8,39.3,39.53,7039900
2016-10-13,39.39,39.4,38.75,39.2,7865200
2016-10-14,39.46,39.89,39.23,39.24,6647600
2016-10-17,39.24,39.62,39.16,39.48,5279500
2016-10-18,40.0,40.18,39.78,39.83,5475900
2016-10-19,39.97,40.47,39.84,40.24,6587700
2016-10-20,40.23,40.29,39.82,40.09,13337500
2016-10-21,41.85,44.24,41.84,44.15,37554700
2016-10-24,44.0,44.52,43.14,43.87,19079000
2016-10-25,43.66,44.07,43.0,43.31,9463900
2016-10-26,43.0,43.21,42.31,42.33,10918800
2016-10-27,42.55,42.57,41.621,41.69,9447300
2016-10-28,41.98,41.98,41.07,41.76,11979200
2016-10-31,41.78,42.0,41.36,41.66,7160000
2016-11-01,41.68,42.295,41.29,41.54,9399000
2016-11-02,41.43,41.57,41.080002,41.35,7920600
2016-11-03,41.32,41.5,40.92,41.19,6239900
2016-11-04,40.3,41.485,40.3,40.9,6541300
2016-11-07,41.52,41.65,41.060001,41.28,7904900
2016-11-08,41.42,42.15,41.09,41.58,6968100
2016-11-09,40.6,41.47,40.58,41.26,9744400
2016-11-10,41.9,41.9,39.58,40.45,12097600
2016-11-11,40.77,40.77,39.8,40.080002,10775700
2016-11-14,40.4,40.4,38.45,38.81,17877800
2016-11-15,39.040001,39.48,38.9,38.94,16037800
2016-11-16,39.049999,39.21,38.71,39.07,12730900
2016-11-17,39.12,40.055,38.95,39.88,9758500
2016-11-18,40.080002,40.57,39.91,40.080002,9521500
2016-11-21,40.12,40.77,40.116,40.63,6667200
2016-11-22,40.99,41.099998,39.95,40.33,7734700
2016-11-23,40.31,40.43,39.85,40.049999,5770600
2016-11-25,40.4,40.56,39.99,40.26,2324300
2016-11-28,40.26,40.49,39.925,39.96,4170600
2016-11-29,40.07,40.36,39.79,39.89,5083700
2016-11-30,40.099998,40.18,39.18,39.28,8420700
2016-12-01,39.56,39.68,38.18,38.34,11265600
2016-12-02,38.34,38.75,38.060001,38.62,6335200
2016-12-05,38.85,39.34,38.65,38.99,5053900
2016-12-06,39.23,39.26,38.71,38.98,5954500
2016-12-07,39.080002,39.46,38.8,39.45,7012000
2016-12-08,39.68,40.0,39.45,39.61,6102600
2016-12-09,39.7,39.79,39.375,39.65,3923700
2016-12-12,39.6,39.9,39.35,39.43,4474500
2016-12-13,39.55,39.745,39.39,39.43,6385900
