Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_12,EMA_26,Daily_Return,Volatility,Upper_Bollinger,Lower_Bollinger,RSI,MACD,MACD_signal,MACD_hist
2012-07-30,23.995,24.04,23.03,23.15,29285900,29.2378,29.838636,27.4332678844401,28.958804156324717,-0.023412782113478192,0.04774346686882381,34.16925519678468,24.306344803215314,15.733113673805605,-1.5255362718846186,-0.894610528228874,-0.6309257436557446
2012-07-31,23.37,23.37,21.61,21.71,56179400,28.784749999999995,29.5082,26.552765132987776,28.421855700300664,-0.062203023758099274,0.04935235731103726,34.691542232141245,22.87795776785875,14.60244648318043,-1.8690905673128881,-1.0895065360456768,-0.7795840312672113
2012-08-01,21.5,21.58,20.84,20.88,44604400,28.26875,29.2452,25.68003203560504,27.863199722500614,-0.03823122984799643,0.04458144647363265,35.02861520809246,21.50888479190754,13.89090909090909,-2.1831676868955725,-1.308238766215656,-0.8749289206799165
2012-08-02,20.77,20.84,19.82,20.04,56374500,27.697249999999997,29.026,24.812334799358112,27.28370344675983,-0.04022988505747127,0.043518681222268096,35.208463003867855,20.186036996132138,13.172413793103445,-2.471368647401718,-1.5408647424528685,-0.9305039049488495
2012-08-03,20.36,22.16,19.9,21.09,80647000,27.165249999999997,28.8078,24.239667907149173,26.824910598851694,0.05239520958083843,0.05125896620500934,34.97508487594159,19.355415124058403,22.638623326959845,-2.585242691702522,-1.7497403323027996,-0.8355023593997224
2012-08-06,21.39,22.15,21.3,21.92,27778900,26.652749999999997,28.5856,23.882795921433917,26.461583887825643,0.039355144618302695,0.05514272135634389,34.42491658474666,18.880583415253337,27.563636363636377,-2.578787966391726,-1.9155498591205848,-0.6632381072711411
2012-08-07,22.2,22.45,20.5,20.72,36782900,26.115249999999996,28.3618,23.39621193352101,26.036281377616337,-0.054744525547445355,0.05558962863681667,33.97111905976738,18.25938094023261,19.88513998564251,-2.640069444095328,-2.0604537761155335,-0.5796156679797946
2012-08-08,20.71,21.15,20.22,20.72,29537400,25.602749999999997,28.1994,22.984487020671626,25.642482757052164,0.0,0.05256974674849777,33.46246371850413,17.74303628149586,20.04341534008684,-2.6579957363805384,-2.179962168168535,-0.4780335682120036
2012-08-09,20.75,21.17,20.61,21.01,15610700,25.11275,28.055799999999998,22.680719786722143,25.29933588615941,0.013996138996139162,0.050961729399381095,32.826137183469086,17.39936281653091,22.062004325883223,-2.6186160994372685,-2.267692954422282,-0.35092314501498656
2012-08-10,21.41,21.82,21.13,21.807,25794700,24.667099999999998,27.89994,22.54630135799566,25.04064433903649,0.03793431699190841,0.04197722449040929,32.038770892502484,17.29542910749751,26.315071296991206,-2.4943429810408304,-2.3130229597459917,-0.1813200212948387
2012-08-13,22.15,22.45,21.4,21.6,24973100,24.334849999999996,27.77754,22.400716533688634,24.78578179540416,-0.009492364836978795,0.041620712001150535,31.626087835129297,17.043612164870694,26.48310903597914,-2.385065261715525,-2.3274314201398982,-0.057633841575626565
2012-08-14,21.41,21.6,20.25,20.38,39308800,23.94935,27.64714,22.089837066967306,24.45942758833718,-0.05648148148148158,0.040795255446509394,31.21987724577653,16.678822754223468,19.920773465825178,-2.369590521369876,-2.3358632403858937,-0.033727280983982144
2012-08-15,20.64,21.41,20.4,21.2,47861100,23.55385,27.55376,21.952939056664643,24.21798850771961,0.04023552502453387,0.04135322557492649,30.495500077611226,16.612199922388776,28.648157954459492,-2.265049451054967,-2.3217004825197085,0.056651031464741486
